Sign_Up_Date,User_ID,Transactions,Expenses,Sales,Cash Flow,Payroll,Time,Reports,Taxes,Mileage,Accounting,My_Accountant,Apps,Live_Bookkeeping,Transactions_Usage,Expenses_Usage,Sales_Usage,CashFlow_Usage,Payroll_Usage,Time_Usage,Reports_Usage,Taxes_Usage,Mileage_Usage,Accounting_Usage,My_Accountant_Usage,Apps_Usage,Live_Bookkeeping_Usage,Plan_Type_Usage,Session_Length,Susbcribed,days,Payroll_Employees 
10/12/19,3748,0,1,1,0,0,1,1,0,1,0,1,0,1,1180,379,1642,1016,441,1965,720,2815,746,839,670,1775,1593,3,2005,0,-50,14
4/24/20,139,0,1,1,0,1,1,0,0,0,1,1,1,1,493,1463,422,1937,2348,155,517,2928,1856,2077,1248,1851,1032,2,2708,1,145,5
12/25/19,4399,1,0,1,1,0,0,0,1,0,1,0,0,1,1248,566,1266,1804,3002,683,1099,1347,1790,775,357,309,1654,1,4252,1,24,3
9/19/19,5237,0,0,0,0,1,1,0,0,1,1,1,1,1,658,1161,958,1270,1685,902,969,3336,1477,1175,970,491,501,1,4759,1,-73,0
1/20/20,9487,1,1,0,1,0,0,1,0,0,0,0,1,0,1757,992,366,166,1608,720,401,2653,127,2307,591,337,53,3,9612,1,50,6
2/1/20,7486,0,1,0,0,0,1,0,1,0,1,1,1,0,1303,850,104,1255,3090,937,1535,2849,391,2667,865,1161,1028,1,3178,0,62,0
7/4/19,7969,1,0,0,1,1,1,0,1,0,0,1,1,0,1959,938,1931,1119,1237,622,1439,3502,774,1217,339,1580,400,1,2563,0,-150,7
9/20/19,4388,1,0,0,1,0,0,0,1,0,1,0,1,0,1589,1786,1151,1940,625,1064,764,667,1259,1682,753,679,1687,2,3634,0,-72,0
7/7/19,9420,0,0,0,1,1,0,1,1,1,0,1,0,0,765,511,132,727,2659,1304,1960,3060,1075,996,115,1242,1555,3,2781,0,-147,0
5/10/20,3269,0,1,1,1,1,1,0,0,0,1,0,1,1,1132,1160,1622,973,2995,870,227,1516,1697,895,477,95,1749,1,2562,0,161,0
5/23/20,325,1,0,1,1,1,1,0,0,0,0,0,1,1,970,762,605,104,1132,1888,1817,2080,1083,369,640,294,1255,1,4292,0,174,0
3/24/20,5722,1,0,0,0,1,0,0,1,0,0,1,0,0,482,182,416,992,1649,1360,278,1450,1822,1892,1220,486,852,2,2586,1,114,0
9/26/19,9071,1,1,1,1,1,1,0,0,0,0,1,1,1,718,115,375,1154,1799,454,438,1911,365,516,350,435,542,2,1416,0,-66,0
12/6/19,4606,1,0,1,1,0,1,1,0,0,0,0,0,1,1845,1884,1914,1033,2525,201,1499,762,1107,998,1737,316,76,2,4092,0,5,1
7/25/19,1078,0,1,1,1,1,0,1,1,1,0,0,1,0,1315,1477,1063,698,1251,1791,1522,2858,1167,459,1672,1906,1763,3,1251,0,-129,0
4/2/20,5512,1,0,0,0,1,1,1,1,1,0,1,0,0,861,1485,1956,1288,1468,678,1436,1476,579,1819,1325,503,1365,2,3246,1,123,14
6/13/19,1532,0,1,1,1,1,0,0,0,0,1,1,1,0,205,741,1458,605,2584,1665,773,1802,1754,567,1441,1139,1598,1,2190,0,-171,0
5/7/20,396,1,0,0,1,1,0,1,1,1,1,0,0,1,1129,1617,1883,1395,2000,1628,990,1244,1950,1356,1409,754,62,2,1965,0,158,3
8/14/19,7895,0,0,0,1,0,0,1,1,0,0,1,1,0,372,151,1505,1531,603,1742,395,2707,1330,2557,1170,1984,1476,2,2983,0,-109,0
9/24/19,7790,1,0,0,0,1,1,1,0,1,1,1,0,1,1943,1261,78,709,2464,425,1288,1041,1034,647,287,1944,1470,2,3913,0,-68,0
11/25/19,1792,1,1,1,0,0,1,0,1,0,0,0,1,0,1958,1033,1924,951,2408,195,411,3364,16,993,1235,1990,162,1,324,0,-6,0
12/4/19,2419,1,0,0,1,1,0,1,1,0,0,0,0,0,1452,1461,1718,1029,1178,1011,524,992,168,900,173,1775,1675,2,6040,0,3,4
4/1/20,3727,1,0,1,0,1,1,1,0,0,1,1,0,0,1413,1297,907,349,682,1109,1511,1406,1512,2293,1289,614,228,3,247,1,122,0
12/27/19,396,0,1,1,0,0,1,1,0,0,1,1,0,0,101,649,1224,1649,1894,1173,1106,3224,446,1392,1152,1820,541,2,4703,1,26,0
9/28/19,1073,0,1,1,0,0,1,1,1,1,1,1,1,0,1909,1299,1807,388,1728,173,1104,3082,1445,646,87,616,1989,3,3086,1,-64,0
2/8/20,3877,1,1,0,1,1,1,1,1,1,0,0,0,1,287,1809,1196,480,1043,411,744,2422,1237,1360,14,698,830,2,1307,0,69,0
12/18/19,5647,0,0,0,0,1,1,1,1,1,0,0,0,0,1528,769,1188,944,1440,558,453,3055,707,741,937,459,1557,1,10730,1,17,10
12/13/19,6681,1,0,0,1,0,1,0,1,1,0,1,1,0,1301,1435,1820,670,2395,1220,1291,1209,932,856,842,1509,317,2,9904,1,12,13
6/3/19,9283,0,1,1,1,0,0,0,1,0,1,1,1,1,253,839,1887,1516,1478,1335,20,682,1892,1994,479,1210,1896,2,4016,0,-181,0
8/17/19,434,0,1,1,0,1,0,1,0,0,0,1,1,1,509,1923,642,1563,2313,953,1286,2200,1571,1318,1367,1197,526,3,793,1,-106,0
8/11/19,1661,1,1,1,1,0,1,0,0,0,0,1,0,0,1445,1874,930,1099,2682,344,591,1525,242,1646,416,348,623,2,3355,1,-112,0
3/4/20,45,0,1,0,1,1,0,0,0,1,1,1,0,0,333,344,1190,1704,1715,870,1020,1726,226,1044,935,1042,1293,2,3681,0,94,10
11/8/19,7327,1,1,0,0,1,1,0,1,1,0,1,0,0,378,1730,463,168,2184,179,199,1948,227,962,980,1673,714,1,10939,1,-23,10
11/14/19,885,0,0,0,1,1,0,1,0,1,0,1,1,1,501,1490,1892,1493,1206,208,482,3026,715,2718,1998,1029,460,3,1536,1,-17,0
4/17/20,9793,1,1,1,1,1,0,1,1,0,1,0,1,0,625,1480,309,644,2637,1554,633,1183,758,929,1,1960,541,1,536,1,138,0
2/18/20,2632,1,1,1,1,1,0,1,0,0,1,0,1,0,1218,1765,1947,1885,1169,1516,1428,2205,1048,1818,485,1560,1886,1,5368,0,79,8
2/10/20,7400,1,1,0,0,0,0,1,1,0,1,0,0,1,1796,1018,1879,1195,1562,526,1878,1683,1536,2197,1923,597,1433,2,2229,0,71,13
10/23/19,460,0,1,1,0,1,0,1,1,0,0,0,1,0,1625,1363,1264,698,1998,727,1035,633,787,522,1665,961,238,2,4670,1,-39,4
3/2/20,4505,1,1,0,1,0,0,1,1,0,1,1,0,1,1715,863,1586,1478,1506,980,835,1063,835,1003,854,1264,1465,1,3976,1,92,0
10/21/19,7285,0,1,1,1,0,0,0,1,1,0,1,1,1,1418,1364,749,963,2955,38,1020,884,760,1291,1595,512,319,2,7499,1,-41,12
12/2/19,361,0,0,1,1,0,1,1,1,0,1,1,1,0,280,1535,512,1261,952,1278,1709,1521,1855,2775,1564,331,514,3,4503,0,1,12
6/29/19,6345,1,1,1,0,0,0,0,1,0,0,0,1,1,108,1278,1857,436,425,1193,1532,3210,1517,2461,50,302,1824,1,4553,1,-155,0
3/20/20,6492,1,0,0,0,1,0,0,1,1,0,0,0,0,1540,453,1450,541,584,1556,1357,3457,1139,2632,871,329,985,3,1502,0,110,0
8/15/19,7462,1,1,0,0,0,1,1,1,1,1,0,1,0,808,828,948,688,1841,1772,519,641,531,2231,1743,621,1263,2,9496,1,-108,6
1/7/20,249,1,0,1,1,1,1,1,1,0,0,1,1,0,996,1769,1208,1309,1083,651,1147,796,1987,2443,1642,370,1310,1,2710,1,37,8
9/5/19,3598,0,1,0,0,1,1,0,0,0,1,0,0,1,1209,1302,1616,620,1556,1220,338,3601,1018,855,1038,1491,1061,2,3934,0,-87,0
10/4/19,1288,1,0,1,0,1,1,0,1,0,0,0,0,0,112,1373,344,1519,895,1361,1862,2749,1055,2214,1623,1266,1819,1,4419,0,-58,9
10/16/19,8289,0,1,0,1,1,0,0,0,0,0,0,1,0,1041,435,1700,1994,2579,1580,169,3434,506,2501,1452,1785,1820,2,706,1,-46,0
1/26/20,3000,1,1,1,1,1,0,0,1,1,0,0,1,0,15,1572,541,464,2909,667,1178,2764,715,595,462,1319,1216,1,1501,1,56,0
6/15/19,4430,1,0,1,1,0,0,0,0,0,1,1,1,1,271,1879,1477,303,1594,1538,1926,3242,321,742,938,694,1598,3,2095,0,-169,1
10/12/19,6480,1,0,1,0,0,0,1,1,1,0,0,1,0,599,1106,595,896,2754,374,1341,2673,778,2620,1769,244,432,1,5346,0,-50,1
1/9/20,9489,1,0,0,0,0,0,1,0,1,0,1,0,0,191,709,1367,1830,551,1801,1275,1042,697,2669,314,634,1958,3,1746,1,39,0
1/19/20,799,1,0,1,1,0,1,0,1,1,0,1,1,0,180,34,1587,586,2553,1339,1481,1247,243,1354,1217,300,1561,3,2874,0,49,0
2/18/20,4324,0,1,1,0,1,0,0,0,1,1,1,1,1,6,162,79,808,1651,921,510,3190,1945,1916,1632,543,1616,2,1915,0,79,8
12/20/19,4863,0,1,1,1,0,1,1,1,0,0,0,1,0,1438,1112,825,25,2260,121,924,1148,336,2592,500,745,1152,1,7285,0,19,3
9/18/19,140,1,1,0,1,1,1,1,0,1,1,1,1,1,881,485,585,1372,810,310,1314,2321,447,2587,640,1942,1502,3,2560,1,-74,2
9/21/19,9538,0,0,1,1,1,1,1,1,0,0,0,0,1,57,558,1842,903,1431,297,1285,881,731,353,3,269,1118,1,4702,0,-71,0
3/14/20,7203,0,1,1,0,1,1,0,0,1,1,1,0,1,148,658,1517,2,516,827,1731,1993,1549,1181,208,1812,1590,3,412,1,104,0
2/27/20,3392,1,1,0,1,1,1,0,0,0,1,1,0,0,1926,1061,316,1050,2216,641,177,3171,864,2271,213,237,289,2,2278,0,88,0
1/30/20,3023,0,1,0,0,0,0,1,1,1,0,1,1,1,1520,1905,243,1329,1722,1755,643,2569,614,1442,619,1570,1766,3,4385,1,60,3
10/11/19,6682,0,0,1,1,0,1,1,0,1,1,1,1,1,523,1126,665,1117,2383,1299,1083,1082,308,1578,206,1209,215,1,3300,1,-51,2
10/28/19,1777,0,1,1,1,1,0,0,1,1,1,1,0,0,1831,1683,1560,1112,700,1672,141,2099,948,362,1865,347,977,1,8026,0,-34,7
8/29/19,1859,1,0,0,1,1,1,1,1,0,0,0,0,0,1837,1898,1571,366,2658,1342,1433,2831,1333,1496,381,1796,535,3,4612,1,-94,14
11/25/19,1643,0,1,0,0,1,0,1,0,1,1,0,0,0,398,312,1027,1122,1245,864,975,2557,1316,2447,1852,100,1057,2,4073,1,-6,0
12/11/19,6089,1,1,0,1,0,0,1,0,1,0,1,0,1,1103,1826,1006,1806,1454,391,386,2777,356,1048,1322,456,690,1,2560,1,10,0
11/6/19,842,0,1,1,1,0,0,1,0,1,0,1,1,0,1900,315,79,1752,1739,693,1274,2920,126,2080,976,950,1501,3,8198,0,-25,14
5/7/20,4303,0,1,0,0,1,0,1,0,0,0,1,0,0,1340,1775,329,978,2983,958,1572,3008,149,1072,545,1415,287,1,2156,0,158,0
11/3/19,1702,0,0,1,0,1,0,1,0,0,0,0,1,1,1135,337,1364,546,1507,897,1238,1635,1422,1538,566,1864,278,2,2149,1,-28,0
5/5/20,5959,1,1,1,1,1,1,0,1,1,1,0,1,1,754,569,456,750,1373,727,1158,2340,1551,2383,544,1880,1558,2,4911,1,156,0
9/27/19,814,0,1,0,0,0,1,0,1,1,0,0,1,0,1675,1193,907,1686,1267,475,452,1522,653,391,487,200,1891,1,1649,0,-65,0
8/26/19,4947,1,0,1,0,0,0,1,1,0,0,0,0,1,291,1748,1479,1149,1224,54,1751,2211,271,1448,878,82,1536,3,2371,0,-97,0
5/26/20,365,1,0,0,0,1,1,1,1,1,1,0,0,0,813,1466,1039,571,1254,1421,570,2928,530,2443,878,927,439,2,7410,1,177,12
4/2/20,3006,0,0,1,1,0,0,0,0,1,1,1,1,0,820,532,67,1055,1300,1337,288,3070,411,2275,1313,1911,1919,2,4805,1,123,0
8/3/19,6587,1,0,0,0,0,1,1,1,0,1,1,1,0,1565,584,1369,765,999,170,903,1309,434,579,1040,106,627,1,8187,1,-120,5
3/11/20,77,0,0,1,1,1,1,0,1,1,1,0,1,0,363,1186,1266,784,3122,1914,1704,2762,1020,2712,762,922,58,1,6220,1,101,2
4/23/20,8307,0,0,1,1,1,0,1,1,0,0,1,1,1,1330,555,445,248,2822,95,1821,804,1507,979,984,1939,1496,2,10972,0,144,7
6/1/19,16,0,0,1,0,0,1,0,0,0,1,1,1,0,133,179,1564,1057,1161,200,142,744,1772,1234,562,52,214,3,10070,1,-183,11
1/29/20,2165,0,0,0,0,1,1,0,1,1,0,0,0,0,1911,1483,737,1315,1956,1954,1413,1892,140,1522,1616,1996,225,1,2847,1,59,12
7/10/19,8996,0,0,0,0,1,1,0,0,0,0,1,1,0,1837,1999,857,1173,768,189,1815,2819,1330,360,543,1793,394,3,4806,1,-144,0
1/31/20,2625,1,0,1,1,1,0,1,0,1,1,1,0,1,1611,945,1791,1981,798,1925,1243,3434,779,2544,595,829,914,2,9845,1,61,8
2/7/20,2892,0,0,0,0,1,0,0,0,0,1,1,1,1,1942,1109,889,1732,2266,813,738,1826,1518,1464,569,1381,1801,1,4063,0,68,12
7/23/19,1010,1,0,1,0,0,0,1,1,1,0,0,0,0,1794,10,1613,1783,2350,1673,70,2306,367,715,313,359,1736,3,2504,0,-131,0
4/3/20,2833,0,1,0,1,1,0,1,0,1,1,0,1,1,1137,1730,279,1075,1512,1533,512,862,1576,2370,680,1305,1738,2,3037,1,124,0
8/26/19,4942,0,0,0,1,1,0,0,0,0,1,0,0,1,180,1490,1633,1418,1106,1755,746,612,1674,1753,1368,1084,1686,2,4903,1,-97,9
9/17/19,1598,1,1,1,1,0,1,0,0,1,0,1,1,1,759,122,425,239,774,863,1315,2472,219,603,380,1657,1933,2,3439,0,-75,0
1/17/20,8440,0,0,0,1,1,1,0,0,1,0,0,0,0,849,611,980,1563,700,546,1567,1286,456,2123,397,1508,351,2,1360,1,47,0
5/23/20,6606,1,1,1,0,1,0,1,0,1,0,1,1,1,1933,1645,1790,190,1872,1383,1126,2819,956,1742,572,1652,71,3,4221,1,174,0
7/6/19,2495,1,0,0,1,1,0,1,1,1,1,0,0,0,1007,802,491,1377,3007,676,1096,2121,508,2389,1495,1535,638,1,841,1,-148,9
11/27/19,6708,1,0,0,0,1,1,0,0,0,0,0,0,1,121,642,1767,1611,2883,693,1703,1334,482,1434,490,897,1404,1,3710,0,-4,2
12/9/19,8533,0,0,1,0,0,0,1,1,1,0,1,0,0,100,923,1243,1317,1652,1464,1182,3262,1955,2473,1419,481,278,1,8526,0,8,14
1/15/20,7426,1,1,1,0,1,1,1,1,0,0,1,1,0,1277,54,45,1731,1219,791,1580,1963,1096,1047,300,500,755,1,8228,0,45,10
9/5/19,7790,1,1,1,0,0,0,0,0,0,1,1,1,0,85,1678,1426,583,1007,1411,443,3657,192,2589,451,1134,1267,3,9196,1,-87,10
12/13/19,7405,0,1,0,0,0,0,1,0,0,1,0,1,1,1665,243,95,66,1724,276,1700,2309,131,936,1622,539,580,1,1059,0,12,0
8/25/19,3849,0,0,0,0,1,0,0,1,0,0,0,1,1,199,482,1867,1199,2209,92,1375,3124,317,2165,649,146,1068,1,7318,0,-98,11
10/27/19,312,0,0,0,1,1,0,1,1,1,1,1,0,1,1826,1671,404,623,631,1886,1679,3308,620,2302,592,1879,239,3,7860,1,-35,10
6/6/19,2195,0,1,1,0,0,1,0,1,0,0,1,0,0,751,1095,507,17,2846,1890,890,2722,341,2476,367,93,1284,1,2506,1,-178,0
10/18/19,7648,0,1,1,0,1,1,1,0,0,1,1,0,1,1485,1264,65,741,1757,1739,3,2841,637,742,1716,423,1575,3,2205,1,-44,0
9/6/19,7184,1,0,1,1,1,0,1,1,1,0,1,1,1,300,105,1955,1300,1814,837,559,935,994,725,49,1616,1671,3,4286,1,-86,0
7/5/19,2486,1,1,1,0,0,0,1,0,0,0,1,0,1,935,1555,684,1979,1591,1919,1622,780,313,2798,1366,1647,148,2,11462,1,-149,11
12/9/19,397,0,1,1,0,1,1,0,1,1,1,0,0,0,1875,350,532,441,609,1091,1787,2220,444,1726,1086,517,696,1,3913,1,8,0
4/9/20,4562,0,1,1,1,0,0,1,0,1,0,0,1,0,1175,1131,548,1562,1295,1947,499,2300,1152,534,351,712,827,3,1378,1,130,0
4/21/20,9877,1,1,1,1,0,0,0,1,0,0,0,1,0,946,492,436,563,1812,1973,359,601,1910,2359,1764,313,1268,1,4885,1,142,0
7/2/19,5298,0,1,0,1,0,1,0,1,1,0,1,1,0,1437,1904,263,705,556,1582,1460,3116,546,2743,172,334,1964,3,9449,0,-152,7
6/20/19,4477,1,0,1,0,0,0,0,0,1,0,1,0,0,1084,508,661,1276,829,1381,241,3588,537,1483,585,753,347,3,3479,0,-164,5
9/16/19,92,0,0,0,1,1,1,1,1,0,1,0,1,0,415,1287,719,1238,1790,273,400,921,142,1557,814,1052,1841,2,3112,1,-76,0
5/30/20,5980,1,0,0,1,1,1,0,0,1,0,1,1,1,1084,1926,536,356,3181,1164,253,2717,502,2138,1823,1958,1973,3,4756,1,181,0
6/14/19,3710,0,1,1,0,0,1,1,1,0,0,0,0,0,797,1332,1371,325,2350,1468,1126,2434,269,1948,700,1427,1372,3,2573,1,-170,0
6/30/19,8942,1,1,0,1,1,1,1,0,1,0,0,0,0,408,1797,1826,537,1515,1737,1521,1349,216,2330,996,1349,385,1,2629,0,-154,0
4/27/20,1217,1,1,1,1,0,1,1,0,0,1,1,1,0,469,1615,405,96,3100,1854,951,3316,1490,870,1646,1240,1574,2,11775,1,148,10
6/5/19,1058,1,0,0,0,1,1,0,0,0,1,1,0,1,781,550,126,608,590,1636,621,2429,1445,505,246,510,1393,1,8274,0,-179,14
7/27/19,2093,0,0,0,1,1,1,1,0,0,0,0,1,0,1773,1969,1279,1214,2263,1868,708,640,1826,1452,1910,1085,1952,1,1980,0,-127,0
1/1/20,6167,1,0,1,1,1,1,1,1,1,0,1,1,0,611,1690,1464,1237,2730,350,669,960,1247,670,1417,246,262,2,11990,0,31,6
2/3/20,2604,0,0,1,1,0,1,1,0,0,0,0,0,0,1355,250,650,1981,2663,1718,1684,1618,483,683,1210,797,383,3,1493,0,64,0
3/14/20,1347,0,1,1,1,0,0,1,0,0,0,0,1,1,74,452,1961,1770,2178,1891,1452,2051,1529,2637,527,1798,1880,3,10913,1,104,12
4/25/20,8558,1,0,0,1,0,1,0,0,1,0,0,1,0,424,992,336,238,1191,1092,1275,785,1374,1793,1053,1674,33,3,1363,1,146,13
9/1/19,6706,1,0,0,0,1,1,0,1,1,0,0,1,1,139,586,832,72,1058,488,1444,1295,1092,947,804,794,195,2,785,1,-91,0
9/14/19,1289,1,0,1,1,1,0,0,1,1,0,0,0,1,1712,929,1890,1506,1397,1413,1921,3189,371,1078,52,609,729,3,6286,1,-78,2
8/17/19,7673,0,1,0,0,0,0,0,1,0,1,1,1,1,1259,667,1116,801,572,825,1214,2929,1255,1334,1078,189,778,2,3035,1,-106,0
12/14/19,7831,0,0,1,1,1,0,0,1,0,0,1,0,0,477,1665,565,1263,2897,1628,1538,922,676,1160,1061,1487,317,3,1650,0,13,0
6/23/19,277,0,1,0,0,0,1,1,0,1,1,0,0,1,200,626,1838,598,585,1184,1182,2773,96,702,240,37,1860,1,1331,1,-161,0
5/30/20,4883,0,1,0,0,1,0,1,1,1,1,0,0,1,1152,528,925,1515,1936,424,806,1847,19,1330,861,775,337,3,3078,0,181,0
11/27/19,3006,1,1,0,0,0,1,1,1,0,0,0,0,1,1856,1423,633,1086,2082,82,1556,2900,901,2169,455,991,315,2,3240,0,-4,0
9/1/19,1319,0,1,0,1,1,1,1,1,0,0,0,0,1,1434,1695,738,727,1285,1476,1465,3227,904,2161,1952,1742,174,3,2402,1,-91,0
2/22/20,350,0,0,0,1,1,0,0,0,1,0,0,1,0,1347,300,958,27,493,1519,770,1512,993,1876,1262,505,1929,1,2539,1,83,0
1/3/20,518,0,0,0,0,1,0,1,0,0,0,0,1,0,264,1538,1768,239,1062,780,510,1625,1365,2005,707,1624,1138,1,2518,0,33,0
6/1/19,5043,0,0,0,1,1,0,1,0,1,1,0,0,1,1616,69,1185,1558,2672,179,1303,1857,1643,1515,1599,515,1253,2,969,0,-183,0
12/30/19,1723,1,0,0,0,1,0,0,1,1,0,1,1,1,868,967,74,29,2243,1547,611,3641,1910,541,1641,1741,672,3,6612,1,29,8
3/20/20,9559,0,0,1,0,1,0,1,0,0,0,1,1,1,906,376,484,1479,1281,1000,1372,3226,842,2589,398,782,541,1,6169,1,110,5
8/2/19,8257,0,0,0,1,1,0,1,1,1,0,0,0,1,289,542,801,617,739,724,1554,1055,1321,2158,459,975,986,2,3709,1,-121,0
10/12/19,1892,1,0,0,1,0,1,0,1,1,0,1,0,0,373,317,1341,507,3055,1317,1880,1853,271,557,636,1916,1366,2,1285,0,-50,4
9/10/19,9610,1,1,1,0,0,0,1,0,0,0,0,1,1,639,1665,1930,574,1167,262,236,1755,346,715,953,947,1131,3,6345,0,-82,6
2/28/20,9175,1,1,0,0,0,1,1,0,0,0,1,0,0,1234,1598,1588,287,2144,1621,1104,1658,681,2056,1578,1434,668,2,9833,0,89,5
10/5/19,2355,1,1,1,0,0,0,0,0,1,0,0,1,0,1253,1476,522,1503,2106,467,866,2885,1122,2587,38,100,1988,3,1442,1,-57,0
8/21/19,1242,0,1,0,0,1,0,1,1,1,0,1,0,0,1075,690,1238,215,2704,1171,1586,1029,878,2074,339,6,479,3,6670,0,-102,1
4/22/20,3687,0,1,0,0,0,0,0,0,0,0,0,1,1,31,476,1226,753,2357,802,1455,1772,1449,1780,1851,1561,1386,3,3802,0,143,0
5/10/20,5524,1,0,0,0,0,1,0,1,1,0,1,0,1,1489,556,852,1613,1127,716,750,3107,1206,764,1477,453,525,3,1460,0,161,0
5/15/20,3488,1,0,0,0,1,1,1,1,0,0,1,0,0,614,246,1762,223,1006,272,1145,864,1532,443,1859,1800,642,2,6012,1,166,5
10/12/19,2763,1,0,1,0,1,1,0,1,1,0,0,1,0,1740,627,1997,1944,1373,45,835,2551,103,1413,267,872,1796,2,10447,0,-50,14
1/14/20,6933,0,0,1,0,0,0,0,1,1,0,0,1,1,163,1570,714,1525,461,875,1748,3418,1141,1415,1329,1852,1525,1,5589,1,44,3
3/12/20,9036,1,1,0,0,1,1,1,0,0,0,1,1,0,1916,1739,1968,1982,2938,900,9,2800,1752,1630,1804,255,1313,3,2101,1,102,0
1/24/20,9972,1,0,1,1,1,0,1,1,1,1,1,1,1,428,1938,1275,782,1590,1595,1281,2999,438,2555,57,1645,592,2,700,0,54,0
2/23/20,4536,0,1,0,0,0,0,1,1,0,1,0,1,1,540,1345,1631,1829,1632,65,5,805,186,1430,1417,1205,370,1,10139,1,84,12
1/6/20,7199,1,0,1,1,0,1,0,1,0,1,1,0,0,546,1640,392,1823,2974,631,929,3463,278,2212,1311,1764,1065,3,3787,1,36,0
7/30/19,2190,1,0,0,1,1,1,0,0,0,0,1,1,0,1518,1433,1218,1316,1244,1505,1701,2579,1874,1020,1901,1335,1647,1,6354,1,-124,13
12/12/19,5613,1,0,1,1,0,1,1,0,0,0,0,0,0,1639,233,1070,177,3177,441,583,1545,962,2768,1794,1049,357,2,2815,1,11,0
3/10/20,7541,1,0,1,1,1,1,0,0,1,1,0,0,1,1904,1895,273,1503,2177,1204,1004,1830,635,1043,1115,1825,1087,1,10390,0,100,7
8/9/19,4063,1,1,0,0,0,1,0,1,1,1,1,1,0,255,401,1360,979,2407,711,857,2407,1404,938,1997,503,1417,2,859,1,-114,12
5/28/20,109,1,1,1,1,1,1,0,1,0,0,0,0,1,21,1569,1365,551,3141,879,1201,2339,1170,2103,1804,473,95,1,9597,0,179,9
10/14/19,5741,1,1,1,1,1,0,0,0,0,0,1,1,1,1322,348,380,718,655,203,1723,3273,1861,2486,1487,1301,1499,1,5270,1,-48,2
11/30/19,1936,1,1,0,1,1,0,1,1,1,0,1,1,1,551,532,285,1343,1875,1383,396,1234,1912,2213,877,1754,1078,3,3057,0,-1,0
6/11/19,741,0,1,1,0,0,1,1,1,0,1,1,0,1,1068,910,427,331,2310,647,804,828,1753,448,81,1919,1404,3,1043,0,-173,0
7/11/19,57,1,1,0,0,1,0,0,0,1,1,0,1,1,1016,1067,779,816,1855,772,1399,2967,238,1735,716,400,1162,2,5013,0,-143,4
4/11/20,6105,1,0,0,0,1,1,1,1,0,0,1,1,0,1470,764,1864,1487,2088,1776,242,3618,1187,530,1602,339,124,1,1525,0,132,0
3/21/20,315,1,1,0,0,1,0,1,1,1,0,1,1,1,1225,1951,37,389,2498,1134,448,1248,687,1484,1302,182,731,3,1714,1,111,0
8/2/19,5401,1,1,0,0,0,0,0,1,0,1,1,0,1,87,968,1257,1279,1500,909,1124,1438,470,1900,386,1129,748,2,2375,1,-121,0
4/26/20,1421,1,0,1,1,0,0,1,0,1,1,1,1,0,549,364,1990,1746,1155,376,1268,1184,1933,2150,1911,786,705,3,7906,0,147,14
3/6/20,3758,0,0,0,1,1,1,0,1,1,1,1,1,0,378,714,858,1869,2674,1109,1442,2392,1316,539,764,662,986,1,6425,1,96,3
7/17/19,2727,0,1,0,0,1,1,1,0,1,1,1,1,0,989,959,1939,205,1115,684,972,3212,998,1235,1175,424,1190,1,2120,0,-137,13
9/17/19,4115,1,1,1,0,1,0,1,0,0,1,1,0,0,1772,45,1609,1894,1855,1983,905,2001,995,490,1493,528,1331,2,1322,0,-75,0
11/3/19,9386,0,0,0,1,1,0,0,0,1,0,0,1,1,73,1051,1364,1931,3198,1730,1618,3235,1357,942,183,1714,708,2,2278,1,-28,0
10/31/19,8149,0,0,1,0,1,0,1,0,0,0,1,0,1,386,460,1333,1862,1306,1334,1622,1604,1698,2035,723,1584,836,1,5946,1,-31,8
7/20/19,2598,1,1,1,0,1,0,0,1,1,0,0,1,1,366,1404,561,1645,1726,337,1955,804,1960,2276,539,271,387,1,5501,1,-134,4
5/12/20,6021,1,1,1,1,1,0,1,1,0,1,0,0,0,924,573,642,1255,880,817,1961,1306,483,2021,1617,761,611,1,5735,1,163,3
9/21/19,5168,1,0,1,0,1,0,1,0,1,0,1,1,1,19,279,279,1545,2112,1639,1079,2141,95,1903,810,726,889,3,3919,1,-71,0
5/3/20,1734,0,1,1,1,1,0,0,1,1,1,0,1,0,1316,911,1339,1734,2746,1896,333,2401,1197,1572,1535,1900,822,1,5251,1,154,13
2/12/20,3035,1,0,1,1,0,1,0,0,1,0,0,0,0,830,1516,1832,738,3187,164,739,1146,175,1812,161,475,921,2,3953,1,73,0
8/5/19,2942,1,0,1,1,0,1,0,0,1,1,0,0,0,670,1697,684,565,1279,1741,1609,2603,1719,1851,1949,377,1794,1,1687,0,-118,0
9/25/19,8938,0,0,1,1,0,1,1,1,0,0,1,1,0,113,1719,1591,16,1025,1948,1762,3656,16,1430,1370,737,1694,3,4149,1,-67,0
10/25/19,2514,0,1,0,1,0,1,0,0,1,1,1,1,1,1725,1036,992,904,2128,1605,352,3209,1352,2682,809,399,319,3,1618,1,-37,0
7/21/19,8399,0,0,0,1,0,0,1,1,1,0,0,1,0,1660,1820,1022,170,2275,328,1609,3367,968,864,1153,793,1532,1,1820,1,-133,3
7/29/19,3216,1,0,1,1,1,1,0,0,0,1,0,0,0,1007,1190,236,1738,1105,1231,800,3648,1135,370,266,1697,558,1,10811,0,-125,14
1/21/20,1579,0,0,1,0,0,1,0,1,0,1,1,0,1,621,304,1289,442,1507,129,1215,3096,840,2759,1234,664,1929,2,476,0,51,0
