Sign_Up_Date,User_ID,Transactions,Expenses,Sales,Cash Flow,Payroll,Time,Reports,Taxes,Mileage,Accounting,My_Accountant,Apps,Live_Bookkeeping,Transactions_Usage,Expenses_Usage,Sales_Usage,CashFlow_Usage,Payroll_Usage,Time_Usage,Reports_Usage,Taxes_Usage,Mileage_Usage,Accounting_Usage,My_Accountant_Usage,Apps_Usage,Live_Bookkeeping_Usage,Plan_Type_Usage,Session_Length,Susbcribed,days
12/29/19,4460,1,1,1,0,1,0,1,1,0,0,1,1,0,828,628,1833,1025,2146,1793,809,2518,1011,367,765,294,578,2,2321,1,28
6/29/19,3190,0,0,1,1,0,0,0,0,0,1,0,1,1,1738,1200,699,1271,816,973,1585,875,1394,420,756,836,811,2,3874,1,-155
4/11/20,1456,0,0,0,1,0,0,0,0,0,0,1,1,0,1654,81,1942,1273,1544,1942,1991,2376,656,1012,742,729,555,3,2663,1,132
6/25/19,8287,0,1,0,1,0,1,1,0,1,1,0,0,1,1575,134,1849,1077,3016,915,1339,2224,1293,2105,67,1812,608,3,4892,0,-159
1/13/20,5976,0,0,1,1,0,0,0,0,0,0,1,0,1,1046,1244,1982,301,579,722,1719,607,1734,823,738,43,1310,1,1612,0,43
10/25/19,5790,0,1,1,0,1,1,0,1,1,1,0,1,0,1327,771,79,586,1052,1116,1524,981,1772,1737,180,1192,36,3,4658,0,-37
7/8/19,1446,0,1,0,0,1,0,1,1,1,1,0,0,0,264,870,1862,814,1220,1669,438,3532,1874,2340,718,1557,1856,2,3931,0,-146
2/18/20,8851,1,0,1,0,1,0,0,1,0,0,1,0,1,254,1422,368,1845,2797,1795,1908,3437,686,1945,590,1484,1133,1,6435,0,79
4/10/20,9552,0,1,1,0,0,1,0,1,0,0,1,1,1,1810,1454,1707,397,2364,1917,1647,3137,1575,1540,1749,1483,778,1,2280,0,131
8/29/19,7433,0,0,1,0,1,1,0,1,1,1,1,1,1,891,1532,1918,639,2215,1076,1045,3109,1931,560,46,90,164,3,4214,1,-94
10/26/19,5187,1,1,1,1,0,1,1,1,1,1,1,0,1,1467,871,1134,1497,1280,255,1466,1016,1345,2030,1166,603,201,3,2844,0,-36
6/30/19,9357,1,0,1,0,1,0,1,0,0,1,0,1,1,1801,629,356,1411,1691,524,688,2411,1671,2717,993,1774,1836,3,3202,1,-154
7/22/19,4794,0,1,0,0,1,1,1,0,0,1,0,0,1,1402,1778,910,272,1099,840,1228,2274,91,353,990,1361,1996,3,6175,1,-132
11/16/19,9181,1,1,1,0,1,0,1,0,1,1,0,0,0,413,1848,753,475,1434,466,1804,2557,590,1567,202,1232,1236,1,1235,1,-15
9/27/19,8101,0,1,0,1,1,1,0,1,1,0,1,0,0,675,1661,24,746,1156,1306,665,3334,125,425,1964,49,596,2,6637,1,-65
12/5/19,4304,0,0,1,0,1,1,1,1,0,0,0,0,1,124,975,1329,1843,2113,1808,930,2378,1544,640,1916,1818,37,3,1919,1,4
1/24/20,2893,1,0,1,1,1,1,0,1,1,0,1,0,0,67,427,390,63,1866,1221,1329,903,1232,1208,443,1592,300,1,1249,0,54
8/26/19,2118,0,1,0,0,1,0,0,1,0,0,0,0,0,1218,305,1698,1339,416,622,1899,2966,576,2730,815,211,658,1,6094,0,-97
2/2/20,4783,0,1,0,0,0,0,1,0,1,1,1,1,1,986,773,927,46,2128,1542,1159,1378,105,2242,1336,1877,347,2,2796,1,63
4/24/20,5070,0,1,0,1,1,0,0,0,1,0,1,0,1,1166,1907,758,524,1568,1668,1981,2558,1207,1411,563,1738,483,1,2853,0,145
4/20/20,6964,1,1,1,1,1,1,0,0,1,0,1,0,1,872,507,1722,407,2820,1066,319,2202,970,2220,177,413,601,3,7023,1,141
1/26/20,9162,0,0,0,0,0,0,0,1,0,1,0,1,1,1485,903,1921,1969,1812,1480,248,1883,1736,1840,1566,905,206,3,3028,0,56
7/21/19,4711,1,0,0,1,1,1,1,0,0,1,1,1,1,324,1242,874,427,494,1206,63,2576,665,918,1067,1373,167,2,4208,0,-133
11/3/19,169,0,0,0,1,1,1,1,1,0,0,1,1,1,589,952,931,297,2428,1864,1256,2205,1789,732,872,1566,648,1,4136,1,-28
9/11/19,8129,1,1,1,1,1,0,0,1,1,1,1,0,1,54,1096,137,135,2787,1815,353,1759,977,2032,1998,176,1691,3,6475,1,-81
4/14/20,5869,1,1,1,1,1,1,1,1,0,0,1,1,1,1163,1862,1553,475,2591,415,211,1218,886,396,1045,956,1218,1,3396,0,135
10/5/19,4041,0,0,1,1,0,1,0,0,0,0,1,1,0,1476,600,1413,668,1849,672,1879,1633,199,822,969,497,1548,3,2913,0,-57
1/14/20,3145,0,1,0,1,0,1,1,0,0,0,1,0,0,798,869,528,1260,574,1417,1225,725,1727,668,211,1795,1991,1,1097,1,44
4/30/20,7321,1,1,0,0,0,0,0,1,1,0,1,0,1,496,1166,363,1836,2364,308,1454,1567,376,2599,594,1628,1583,1,7076,1,151
4/8/20,6694,1,1,0,0,0,0,1,1,0,0,0,0,0,1078,72,676,934,438,201,1628,2478,12,1186,386,178,623,3,5148,0,129
12/9/19,8567,1,1,1,0,0,1,0,1,1,1,1,1,1,1197,807,1841,1856,3121,1730,99,2670,756,752,1122,767,1737,2,7404,0,8
3/29/20,4736,0,0,0,0,1,0,1,0,0,1,1,1,1,557,1015,997,1569,2850,24,1031,1634,252,880,132,437,23,2,7111,0,119
12/4/19,5453,1,1,0,0,0,0,0,0,1,1,1,0,0,1387,1919,1956,817,425,1270,915,3055,1404,2055,1282,969,1370,3,2575,0,3
2/5/20,9768,1,0,0,0,0,0,0,0,0,1,1,1,1,1203,1694,1196,567,868,972,859,1298,774,856,719,730,346,1,3065,1,66
12/31/19,5500,0,0,0,0,1,0,0,1,1,0,0,1,1,1835,76,1103,522,2751,1979,1114,1409,1460,1865,128,1690,1449,2,1590,0,30
2/12/20,1811,0,1,0,0,1,1,1,1,0,1,0,1,0,122,1759,1869,1862,2646,1474,1792,1297,349,1286,795,1577,1065,1,2106,0,73
7/25/19,9195,0,0,1,0,0,1,1,0,1,0,1,0,0,468,842,144,583,2282,1421,1368,3216,491,2391,1431,1763,158,2,1755,1,-129
11/9/19,1904,1,0,1,0,0,1,1,0,0,1,0,0,1,1148,1490,1984,1431,2060,1231,727,1422,95,2343,1423,1085,341,3,2913,1,-22
8/27/19,7512,1,0,0,0,0,0,1,1,1,0,1,0,0,1411,1095,184,120,2516,1535,427,1719,1353,1749,1326,588,769,1,1015,0,-96
3/31/20,6692,1,1,0,1,1,1,0,1,0,1,0,0,0,1854,55,820,1121,2829,582,1260,988,943,1750,970,1343,1761,1,7274,0,121
10/3/19,6789,0,1,1,0,1,1,0,1,1,1,0,0,0,1320,626,1750,18,1313,1940,1439,984,938,2050,1869,883,202,2,5722,1,-59
4/29/20,1343,1,1,1,1,1,0,1,0,0,1,0,0,0,389,1793,1178,933,2615,1257,342,2942,1707,1533,1321,49,31,3,3873,0,150
7/29/19,3396,0,0,1,0,0,1,1,0,1,0,0,0,1,1699,51,769,1189,565,42,20,1249,1378,781,318,1929,1747,1,1003,1,-125
8/21/19,4798,1,1,1,1,0,0,1,1,1,1,1,0,0,28,1045,1782,1541,1608,1146,1317,1689,1597,1328,1899,488,1707,1,3033,0,-102
6/19/19,796,0,1,1,1,0,1,1,1,0,1,0,0,1,133,1596,387,1490,2938,1681,758,664,989,1755,1828,516,1341,2,6180,0,-165
8/12/19,5758,0,1,0,0,0,0,0,1,0,0,0,0,1,1855,856,764,108,736,1111,1067,1745,29,2734,270,1842,300,1,6578,1,-111
4/7/20,2044,0,1,1,0,1,1,1,1,1,1,0,0,1,636,1717,689,1912,704,364,1215,983,1273,1250,1004,1155,1226,3,2639,0,128
10/18/19,7682,0,0,1,1,0,0,0,0,0,1,0,0,0,494,1932,167,1118,1016,288,911,2426,1596,672,1070,125,1085,3,1428,1,-44
2/24/20,1710,0,0,1,0,1,1,1,0,0,1,0,0,0,1504,1240,1297,1433,2280,1289,1998,2428,67,1092,1003,1782,1375,1,3185,1,85
12/19/19,4978,0,1,0,1,1,1,0,1,0,0,1,0,1,41,1420,1123,163,2518,561,1551,3171,421,631,958,601,815,1,4790,1,18
10/7/19,9751,1,1,1,1,1,0,1,0,0,1,1,1,1,541,1186,1452,706,487,1838,1941,1949,305,1020,1411,971,312,1,4126,1,-55
7/17/19,2503,0,0,1,1,1,1,1,0,1,1,1,0,1,986,1534,1588,953,2853,529,342,969,1629,437,318,1869,1815,3,1731,0,-137
12/15/19,2849,1,1,1,0,0,0,1,0,0,0,1,0,0,322,1322,1271,733,1452,1102,938,1721,516,2727,116,1628,1648,1,4978,1,14
12/9/19,8919,1,0,0,1,1,1,0,0,1,1,1,1,0,554,806,1861,1218,3022,307,211,2356,24,1365,1929,1563,567,1,3057,0,8
2/6/20,2738,1,0,0,1,1,1,0,1,1,0,0,1,0,1472,328,1940,96,531,1682,705,1433,1945,376,1271,928,1781,3,1424,0,67
1/1/20,2954,1,0,1,1,0,1,0,1,0,0,0,1,1,163,1162,324,620,480,1260,1354,2515,1607,1071,40,1429,1790,3,6650,1,31
1/2/20,3825,0,0,0,0,0,1,0,0,1,0,0,0,1,650,446,1893,679,3163,235,1836,2598,679,2288,140,889,1438,3,3440,0,32
11/3/19,7365,1,0,0,1,0,0,1,0,0,0,1,1,1,328,1070,826,1095,2828,187,1790,3064,526,540,1567,1838,1918,2,659,1,-28
1/23/20,9024,1,1,1,1,1,0,1,0,0,1,0,1,1,1668,1504,1181,858,700,1253,1893,2935,1834,2511,219,212,427,1,6722,1,53
6/5/19,9484,0,1,1,0,1,1,1,1,1,1,0,0,0,1504,292,1925,190,1337,170,1809,660,308,1746,1951,970,572,3,3677,0,-179
4/10/20,7202,1,1,1,0,1,1,1,0,1,1,0,0,1,309,1597,287,1920,2013,99,316,2037,877,730,170,716,307,1,3021,0,131
8/29/19,6718,1,0,1,1,1,1,1,1,1,0,1,1,0,1074,1660,1195,1613,1933,1779,1729,708,1343,2537,410,1745,1172,3,7216,1,-94
6/18/19,8159,1,0,0,0,1,0,1,0,1,1,0,0,1,794,1432,602,907,1468,1428,1137,3356,1286,1309,727,628,326,2,4554,0,-166
8/24/19,1425,0,0,0,0,1,0,1,0,0,1,1,1,1,1260,1594,1952,1787,675,237,1004,3656,1822,1686,1731,1074,699,2,6005,0,-99
2/15/20,8827,0,0,1,1,1,1,0,0,1,1,0,0,0,1515,1868,1744,774,3012,474,98,2326,27,2472,441,1932,1351,2,1108,0,76
5/31/20,7642,1,1,0,1,0,1,1,0,0,1,0,1,1,1581,1421,51,651,1226,1825,783,2771,15,514,839,1236,990,2,4304,1,182
10/28/19,8425,0,0,0,0,1,0,0,0,0,1,1,1,0,1700,121,791,916,929,1838,372,1184,3,2601,65,958,1336,3,3121,1,-34
2/9/20,135,0,1,1,0,1,1,1,1,1,0,0,0,0,1889,1544,1018,1912,2215,1710,1805,1177,1633,2647,1204,763,1081,1,3353,1,70
9/3/19,5973,0,0,0,0,0,0,1,1,0,1,1,1,0,453,613,1717,1217,2223,559,984,2898,114,1763,1909,1291,1829,2,6085,1,-89
10/3/19,8591,1,1,0,1,1,1,0,1,0,0,0,1,1,878,1188,156,1394,2649,1892,866,3547,267,1147,1076,567,706,2,2296,1,-59
2/27/20,8282,0,0,0,0,0,1,1,0,0,1,0,0,1,873,344,949,981,1477,375,484,2185,650,1779,461,1615,1306,2,4986,0,88
12/9/19,5946,0,1,0,1,0,1,0,0,1,1,0,1,0,1410,699,1525,1339,2503,47,1635,2989,824,850,15,1583,1732,1,1904,1,8
11/13/19,196,1,0,1,0,0,0,0,0,0,0,1,0,1,707,1710,1213,1560,810,195,1427,2164,683,2268,742,1041,1956,2,4940,1,-18
2/29/20,8950,0,1,1,0,1,1,0,0,0,1,0,1,1,808,8,1009,993,806,350,10,2232,433,2733,637,837,1411,2,6360,0,90
4/18/20,7591,1,0,1,1,0,0,1,0,0,0,0,0,1,537,1202,1552,1741,2823,595,534,927,1322,2245,309,691,480,2,4134,1,139
11/20/19,9478,0,1,1,1,0,1,0,0,0,0,1,0,0,383,1269,1416,1317,2822,1498,1737,2220,806,2425,170,1064,1023,3,4475,0,-11
6/27/19,5292,1,1,1,0,0,0,1,0,1,1,0,0,0,1947,1151,117,472,2342,778,1250,1326,1636,1886,1140,222,1659,2,1240,0,-157
6/10/19,8686,0,0,0,0,1,0,1,0,0,1,1,0,1,93,21,479,197,1711,553,1922,1042,64,2111,1926,603,1807,3,4684,1,-174
12/31/19,1979,1,1,0,1,0,1,0,0,1,0,0,1,1,1808,429,290,948,1972,756,364,3517,998,815,943,102,1847,2,70,1,30
5/14/20,9727,0,0,1,0,0,0,1,1,1,0,0,0,0,1039,1069,334,1050,2361,473,1749,1922,1974,2129,521,1655,357,1,4163,1,165
8/21/19,7403,0,1,0,1,0,1,1,1,1,0,0,1,1,1924,1337,1247,969,2466,1854,67,2415,1018,759,1779,333,1647,2,3639,0,-102
3/16/20,4883,1,0,0,1,1,0,1,0,1,1,0,1,1,939,125,1039,66,2785,1373,1889,2351,1148,1686,1435,849,1435,1,3279,0,106
8/12/19,8419,0,1,1,0,1,0,0,1,0,0,0,0,0,829,1007,861,206,3026,1203,766,748,327,691,876,1562,328,1,4316,1,-111
1/3/20,1422,0,0,1,1,0,0,1,1,0,0,0,1,1,1368,1641,1666,1629,1825,1332,517,627,766,2072,1909,724,1303,2,6757,0,33
10/25/19,7005,0,1,1,1,1,1,0,0,0,0,1,1,1,1081,1173,1776,1519,2989,1833,1357,2339,1377,1706,1270,1722,102,2,6199,1,-37
3/30/20,7788,1,1,0,0,0,0,0,1,0,1,1,1,0,648,1186,1029,1490,1690,1290,566,2521,1945,839,1084,1032,1054,3,6938,1,120
3/18/20,895,0,0,0,1,1,1,0,1,0,0,1,1,1,788,378,359,1020,2638,1477,1187,3098,1454,1992,320,522,1251,1,2980,0,108
1/26/20,822,1,0,0,1,0,0,1,1,1,0,1,1,0,617,627,949,782,1315,1797,1230,2270,795,441,463,1908,1375,3,6053,1,56
7/18/19,880,1,0,1,0,0,1,1,1,0,1,1,1,1,6,1675,1719,121,591,1588,201,2752,341,609,122,173,1904,2,7024,1,-136
4/20/20,1754,1,0,1,0,1,1,0,1,1,1,0,0,0,981,311,571,1063,1552,178,1789,829,614,1172,893,1528,1113,1,6807,0,141
3/29/20,8229,1,0,1,0,0,0,0,0,1,1,1,1,1,1149,1863,1814,1464,2499,1711,1516,3261,630,1987,15,835,1025,3,3385,1,119
7/4/19,8879,1,0,0,1,0,1,0,1,1,0,1,1,0,1109,1149,1863,1014,1624,549,1520,3053,1951,1704,1623,1902,1885,2,1236,1,-150
1/19/20,9729,0,1,0,0,0,1,1,0,1,0,1,0,0,179,1725,154,1208,2865,1438,739,2298,1543,807,327,1763,992,2,161,0,49
5/21/20,5681,1,0,1,1,1,1,1,0,0,0,0,1,0,1082,1823,807,1963,656,1254,1199,1150,284,1713,214,173,511,3,4890,1,172
3/25/20,3329,1,0,1,0,0,1,0,1,0,1,0,0,1,1573,1864,722,1533,2236,1316,1960,2794,1585,2163,1159,1492,228,3,5591,0,115
5/24/20,3795,1,1,1,1,0,0,1,0,0,0,0,1,1,38,757,563,511,2860,209,1491,2288,1676,2151,1754,1135,840,2,4337,1,175
4/2/20,1105,1,0,0,1,0,1,0,1,1,1,1,0,1,1976,1775,1571,474,1308,872,190,3623,1640,1825,1945,987,1372,3,7027,1,123
3/26/20,2435,1,1,0,0,1,1,0,1,1,0,0,0,0,339,1105,180,1362,431,1294,1365,2073,1700,838,1362,1959,1546,3,2633,0,116
6/30/19,9852,0,0,0,0,0,0,1,1,1,0,1,1,1,1029,1449,212,1410,3013,779,1077,3598,910,2338,1616,1581,1466,2,6172,1,-154
4/19/20,403,1,1,0,0,1,0,1,0,1,1,0,1,0,272,1338,1388,1753,2984,1490,1746,3175,819,586,735,1356,257,2,4675,1,140
5/3/20,1640,1,1,1,1,1,0,1,1,0,1,1,1,1,1305,1040,1211,1359,1507,1845,1079,3567,1743,2082,1380,191,1987,1,6244,1,154
3/28/20,3040,0,1,0,1,0,0,0,1,0,1,0,1,1,1133,1519,732,1812,1938,499,666,2267,1154,1217,720,815,974,1,4630,1,118
11/8/19,1638,1,0,0,1,0,1,1,0,1,1,0,0,1,634,549,1967,590,2410,1442,889,1365,1196,2057,288,1960,596,1,5473,1,-23
6/15/19,381,1,1,0,1,1,1,0,0,1,1,1,0,1,1264,1774,187,235,2771,1592,686,2804,1756,1741,35,1798,1715,1,5437,1,-169
10/2/19,3530,1,1,0,1,0,0,0,0,0,0,0,0,0,493,276,1411,777,2834,585,1324,707,661,1806,1688,404,692,3,3764,0,-60
3/19/20,55,1,0,0,0,0,1,0,0,0,1,1,0,0,1068,387,1850,1621,1010,1557,578,2200,1734,703,1058,1824,264,2,3158,1,109
11/28/19,8266,0,0,0,0,0,1,0,0,0,0,0,1,1,890,18,1507,969,2421,246,1874,2596,1134,696,1957,844,1225,1,3215,1,-3
1/19/20,2831,1,1,1,0,1,0,0,1,0,0,0,1,1,922,147,1206,1350,1092,906,4,3042,1719,2451,1034,84,1455,2,7357,0,49
4/24/20,3301,0,0,0,1,1,0,1,1,1,0,1,0,1,569,1119,171,1023,1810,480,1204,717,19,1500,459,536,403,3,1272,0,145
5/24/20,8985,0,0,0,1,1,0,1,0,0,1,1,0,1,69,701,203,1580,2398,1926,1056,2587,1449,2040,1277,657,281,2,2284,0,175
9/10/19,8357,0,1,1,1,1,0,0,1,1,0,0,1,0,102,443,1180,790,2199,570,1073,808,580,1241,386,912,1163,1,1623,0,-82
3/2/20,8476,0,1,1,1,0,1,1,1,0,0,1,0,0,282,1855,1448,1042,2794,1944,1097,2629,1979,1866,849,1435,1594,1,7144,1,92
12/3/19,1484,1,1,0,0,1,1,0,0,0,1,1,1,1,48,1976,230,215,1365,419,1894,3642,1036,1081,1330,1614,1280,2,5458,1,2
7/23/19,9525,1,1,0,1,1,0,0,0,0,0,0,0,1,735,1762,68,1890,615,1426,190,3243,979,2048,1955,1581,1159,1,3181,0,-131
11/23/19,3704,0,0,0,0,1,1,0,0,0,0,0,0,0,1150,703,1063,1782,1244,1024,1566,2495,207,1886,1111,246,50,2,4719,1,-8
11/1/19,4466,1,0,0,0,0,1,1,0,0,0,0,1,1,128,1136,1855,1526,1625,238,786,700,183,622,539,903,502,1,993,0,-30
8/22/19,5096,1,0,0,1,1,0,1,0,1,0,0,0,0,1851,1403,966,1498,3014,875,1417,947,523,824,1405,80,1845,3,5143,0,-101
4/10/20,3269,1,0,0,0,1,0,0,0,1,1,0,1,0,1900,1241,214,693,1584,1913,1542,1483,594,1191,1253,241,1701,1,7415,0,131
1/13/20,4782,1,0,0,1,0,1,1,1,1,0,0,0,0,414,24,1670,1308,1826,1357,1568,3461,1167,572,533,956,495,3,6161,0,43
10/1/19,6175,1,0,0,1,0,0,0,0,0,0,0,1,0,1989,953,1484,1774,494,1075,1151,1295,390,1756,460,191,819,1,4227,1,-61
6/14/19,9296,1,0,1,1,0,1,1,0,1,1,1,1,1,821,800,1834,1808,421,1857,1739,2576,918,1970,1140,1703,1385,2,6234,0,-170
8/13/19,6249,1,1,0,0,0,1,0,1,1,1,0,1,1,587,78,1732,920,1876,697,1194,1071,1906,1022,97,184,1343,2,4908,0,-110
9/15/19,1081,1,0,1,1,0,0,0,1,0,1,0,0,0,57,214,1393,869,1583,1546,1867,2873,12,1272,1069,1541,1516,1,4960,0,-77
7/27/19,4856,0,0,1,1,1,1,0,1,0,1,1,1,0,1721,1969,1121,1015,590,808,1523,1476,9,965,959,265,173,3,6448,1,-127
1/15/20,586,0,1,1,1,1,1,1,1,1,1,0,0,0,76,1309,1834,610,1996,859,1322,1096,1240,2282,1070,903,1365,3,1679,0,45
3/25/20,5294,0,1,1,0,0,0,0,1,1,1,1,0,1,918,1800,335,1085,2877,934,1974,1698,160,2488,1422,5,859,3,5225,1,115
9/7/19,9953,1,1,0,0,1,1,0,1,1,0,1,1,1,1901,529,705,112,544,1625,850,3491,217,539,1625,881,870,3,3622,1,-85
10/1/19,7429,0,1,1,1,0,0,0,1,0,1,1,1,0,333,988,1018,571,2222,8,771,2273,1477,437,1501,2,1650,2,4609,0,-61
9/25/19,6725,1,1,0,0,0,1,1,0,0,1,0,1,1,522,470,16,1771,448,411,1786,1826,1483,544,272,1497,600,1,4449,0,-67
7/25/19,3817,1,0,0,1,0,1,0,1,1,0,0,0,1,318,1446,471,1786,960,610,985,2496,664,1795,1132,484,1739,3,4140,1,-129
6/14/19,1342,0,0,1,0,0,1,1,0,1,0,1,0,1,155,227,502,814,2284,739,1099,2057,1983,611,764,1541,505,1,3922,0,-170
2/17/20,2004,1,1,0,0,1,1,1,1,0,1,1,1,0,187,629,867,1744,2563,1049,1229,3194,615,2047,1119,67,949,2,1909,1,78
8/23/19,6759,1,0,0,1,0,0,1,1,0,0,0,1,1,250,675,1284,1907,493,1404,474,3393,656,1008,1746,786,590,1,5653,0,-100
4/14/20,3854,1,1,0,0,1,0,1,0,1,0,0,0,0,647,1576,1893,576,2212,1384,447,3149,259,1161,753,612,830,3,1787,1,135
10/1/19,4721,0,0,1,1,0,1,1,1,1,0,1,0,0,31,1095,1377,776,634,780,1638,3638,362,1348,362,337,1245,3,4157,1,-61
5/24/20,9201,1,1,0,1,0,1,1,0,0,0,0,0,0,851,1589,855,264,1602,42,318,2934,1077,1825,1940,301,1671,1,1211,0,175
7/25/19,9248,0,0,1,1,0,0,0,0,0,0,0,0,1,958,641,1508,1392,2178,1485,980,1763,1363,689,1813,1996,1831,1,126,0,-129
11/19/19,250,1,1,0,1,0,1,0,0,0,1,1,0,1,963,1390,1639,1402,3166,767,726,2737,450,1663,762,1752,4,3,2619,1,-12
4/7/20,6296,1,0,1,0,0,1,1,1,0,0,0,1,1,1185,1855,331,404,1522,556,60,2842,477,932,110,1635,714,2,7436,1,128
8/24/19,6953,1,0,0,0,1,1,1,1,1,0,0,1,0,1151,554,1517,1466,471,1485,1518,1311,1677,509,451,214,578,1,2664,0,-99
4/1/20,6298,1,1,1,0,0,1,0,1,1,1,0,1,1,89,603,1360,1781,1125,1509,573,2145,1530,1042,259,1073,1437,2,2729,0,122
6/2/19,822,0,1,0,0,0,1,0,1,1,0,1,1,0,1178,1139,840,1766,2290,1679,1725,1460,313,401,1955,178,1910,3,3536,0,-182
10/7/19,1335,1,0,0,1,1,0,1,1,0,0,1,1,1,1205,1046,1730,1059,1912,1166,182,2680,968,917,528,228,1355,2,1692,0,-55
4/24/20,3752,0,1,0,0,0,0,1,1,0,1,0,1,0,1270,13,1042,464,2663,1416,1565,3349,25,2512,1101,428,954,1,2476,0,145
5/17/20,1724,1,1,1,1,1,1,1,0,1,0,0,0,1,1308,1073,786,181,1857,1866,1780,2793,1339,1955,991,1851,914,2,5614,1,168
8/26/19,2053,1,0,0,0,1,0,0,1,1,1,1,1,0,1439,420,884,1010,995,1807,673,1301,143,791,1738,1462,771,2,3495,0,-97
1/19/20,7027,1,1,1,0,1,0,0,1,0,0,0,1,1,1214,1535,165,1830,2882,1678,725,1756,1928,473,1132,546,1698,1,3199,0,49
1/15/20,4762,1,1,1,1,0,0,1,1,1,1,1,1,1,1428,1153,765,441,1546,1920,1618,1132,1712,2197,714,54,1809,2,5505,1,45
1/14/20,1121,0,1,1,1,1,1,0,0,1,1,1,0,1,670,1030,1358,1018,788,632,1925,929,323,1014,83,154,1830,1,5525,0,44
6/4/19,4958,0,0,0,1,0,1,1,0,1,0,1,0,1,1098,1045,354,496,2086,1162,1826,3665,1733,2670,1767,335,66,3,383,1,-180
2/4/20,998,1,0,0,0,0,0,0,0,1,1,1,0,1,1473,1730,127,1155,1968,510,323,1267,441,1504,1331,1401,1297,3,4448,0,65
12/13/19,5798,1,1,1,0,0,0,0,0,0,1,0,1,0,947,737,573,1361,1793,1315,948,700,1063,1050,1419,228,1687,1,6545,0,12
2/24/20,629,0,0,0,0,1,1,1,0,0,1,0,0,1,1879,695,1633,1960,932,178,1789,2134,1869,1739,766,1582,245,3,2224,1,85
10/10/19,3763,0,1,0,1,0,1,1,1,0,0,1,1,1,1656,1154,651,1755,772,172,186,1767,1178,2290,1133,399,921,1,7321,0,-52
7/4/19,2453,1,1,1,0,0,0,0,1,0,1,0,0,0,1830,1161,1560,410,2595,1608,40,1172,1978,2599,275,1674,835,3,4900,1,-150
10/7/19,9964,0,0,0,0,1,1,0,0,1,1,1,0,0,271,1483,1340,1644,2166,44,1257,2545,571,1348,1220,1276,598,1,2428,0,-55
8/28/19,1242,0,1,1,0,0,0,1,1,1,0,1,0,1,1871,315,798,1335,558,677,1547,1402,808,1329,1834,350,1862,3,4796,0,-95
12/28/19,7131,1,1,1,1,0,1,1,0,1,1,1,1,1,272,1222,1003,500,1657,1023,1477,1410,1429,1538,1961,365,322,2,6198,0,27
2/10/20,3670,1,1,1,0,0,0,0,1,1,1,1,1,1,1194,548,367,689,1223,726,1,3254,1798,1752,1484,1875,479,2,3280,1,71
12/14/19,6519,1,1,0,0,0,1,0,1,1,1,0,0,0,1303,1345,510,856,1736,697,970,3076,758,2484,869,1375,816,3,2228,1,13
4/4/20,236,0,0,0,1,0,1,0,0,1,0,1,0,0,522,698,75,389,2217,1180,1662,2906,1868,666,50,219,1714,3,4219,1,125
11/5/19,7637,1,0,0,1,0,1,0,1,1,0,1,0,1,551,1148,1441,797,2292,1008,179,1964,1677,1322,1387,1964,500,2,1056,0,-26
12/31/19,7690,1,1,1,0,1,0,1,0,0,1,1,1,1,496,92,1718,551,1155,435,461,3637,1923,1929,11,1054,1020,1,6007,1,30
4/6/20,3534,0,1,0,0,1,1,1,1,1,1,1,1,0,1478,674,1140,896,1070,503,903,896,1760,2125,506,1009,1716,2,4609,0,127
5/24/20,5518,1,0,1,1,0,0,0,1,0,1,1,0,1,1255,1930,1750,1288,1273,351,204,1547,1705,2338,1600,1763,508,2,7139,1,175
5/13/20,2642,1,0,0,1,1,0,1,1,1,0,1,0,1,1172,1640,263,1156,2439,990,1226,881,1822,1801,1507,1055,431,2,6986,0,164
9/10/19,7229,1,1,1,0,1,1,0,0,1,1,1,0,1,750,234,457,1806,1380,774,475,1512,1852,2629,785,1493,1418,2,3303,0,-82
5/25/20,6528,0,1,1,1,0,0,1,1,0,0,1,1,0,504,1119,501,21,1591,377,1982,2932,1522,1659,864,401,1126,1,3926,1,176
8/5/19,2394,1,1,1,1,0,0,1,1,0,1,0,1,0,1769,156,1303,1420,2478,1328,396,2502,1136,1763,1614,779,1757,1,5687,0,-118
6/22/19,9916,0,0,0,1,0,0,1,1,0,1,1,1,1,907,279,1406,625,2548,818,1132,1328,777,2234,1581,5,34,1,5553,1,-162
4/1/20,2540,0,0,1,1,0,0,1,1,0,0,1,0,1,1789,837,434,622,3070,1936,877,3308,263,387,1365,1875,20,2,4643,1,122
7/17/19,9381,1,1,1,1,0,0,0,1,0,0,0,0,1,96,696,493,1221,1364,1689,1951,968,599,2316,901,838,1774,3,4738,1,-137
3/28/20,54,1,0,1,0,1,0,1,1,1,1,0,1,1,74,1027,1403,272,2093,1559,1900,802,830,2055,750,1975,1832,3,6315,1,118
12/27/19,7388,1,1,1,0,0,1,0,0,1,0,1,0,1,1215,1336,1364,1039,2052,260,1625,1989,703,843,950,1564,705,2,2115,0,26
11/1/19,9603,1,1,0,1,1,0,1,1,1,1,0,0,0,489,1728,778,1369,2078,1373,1811,1823,428,1837,832,1742,1662,1,7441,0,-30
4/4/20,7898,1,0,0,1,1,0,0,0,1,0,1,0,1,1759,900,599,261,1219,1240,1099,1517,1906,505,1907,145,556,2,2090,0,125
